 

stn    time           tre200s0  tpo200s0
THU    2024071811         24.4
THU    2024071812         25.7
THU    2024071813         26.7
THU    2024071814         27.3
THU    2024071815         27.5
THU    2024071816         27.6
THU    2024071817         27.6
THU    2024071818         27.9
THU    2024071819         25.4
THU    2024071820         22.4
THU    2024071821         19.2
THU    2024071822         18.2
THU    2024071823         17.4
THU    2024071900         16.3
THU    2024071901         15.4
THU    2024071902         15.0
THU    2024071903         14.6
THU    2024071904         14.0
THU    2024071905         14.1
THU    2024071906         16.9
THU    2024071907         19.9
THU    2024071908         22.1
THU    2024071909         23.9
THU    2024071910         25.9
THU    2024071911         27.5
THU    2024071912         28.3
THU    2024071913         29.7
THU    2024071914         30.5
THU    2024071915         29.7
THU    2024071916         28.0
THU    2024071917         27.1
THU    2024071918         26.2
THU    2024071919         23.9
THU    2024071920         23.4
THU    2024071921         20.7
THU    2024071922         19.5
THU    2024071923         18.0
THU    2024072000         17.0
THU    2024072001         16.4
THU    2024072002         16.1
THU    2024072003         16.0
THU    2024072004         15.2
THU    2024072005         15.7
THU    2024072006         18.0
THU    2024072007         20.5
THU    2024072008         22.4
THU    2024072009         24.1
THU    2024072010         25.8
THU    2024072011         27.1
THU    2024072012         28.1
THU    2024072013         28.9
THU    2024072014         29.3
THU    2024072015         29.6
THU    2024072016         29.5
THU    2024072017         29.5
THU    2024072018         28.2
THU    2024072019         25.0
THU    2024072020         21.9
THU    2024072021         20.0
THU    2024072022         19.6
THU    2024072023         19.7
THU    2024072100         20.4
THU    2024072101         19.7
THU    2024072102         19.5
THU    2024072103         18.8
THU    2024072104         19.4
THU    2024072105         18.3
THU    2024072106         18.5
THU    2024072107         18.5
THU    2024072108         18.6
THU    2024072109         19.8
THU    2024072110         21.6
THU    2024072111         22.9
THU    2024072112         23.1
THU    2024072113         23.6
THU    2024072114         24.3
THU    2024072115         24.2
THU    2024072116         22.5
THU    2024072117         20.4
THU    2024072118         20.6
THU    2024072119         20.5
THU    2024072120         19.4
THU    2024072121         19.0
THU    2024072122         18.9
THU    2024072123         18.7
THU    2024072200         18.8
THU    2024072201         18.4
THU    2024072202         18.2
THU    2024072203         18.1
THU    2024072204         17.9
THU    2024072205         17.7
THU    2024072206         18.4
THU    2024072207         19.3
THU    2024072208         18.2
THU    2024072209         18.1
THU    2024072210         19.4
THU    2024072211         21.1
THU    2024072212         22.0
THU    2024072213         22.8
THU    2024072214         22.8
THU    2024072215         23.3
THU    2024072216         23.0
THU    2024072217         22.2
THU    2024072218         21.5
THU    2024072219         21.0
THU    2024072220         20.2
THU    2024072221         19.5
THU    2024072222         18.1
THU    2024072223         17.7
THU    2024072300         18.0
THU    2024072301         18.0
THU    2024072302         18.0
THU    2024072303         18.2
THU    2024072304         18.4
THU    2024072305         18.1
THU    2024072306         18.3
THU    2024072307         19.4
THU    2024072308         20.3
THU    2024072309         21.3
THU    2024072310         22.2
THU    2024072311         23.1
THU    2024072312         23.9
THU    2024072313         25.0
THU    2024072314         25.3
THU    2024072315         26.0
THU    2024072316         25.6
THU    2024072317         25.4
THU    2024072318         24.3
THU    2024072319         23.2
THU    2024072320         22.1
THU    2024072321         20.5
THU    2024072322         19.4
THU    2024072323         18.7
THU    2024072400         18.3
THU    2024072401         17.1
THU    2024072402         17.0
THU    2024072403         17.1
THU    2024072404         16.9
THU    2024072405         16.6
THU    2024072406         18.2
THU    2024072407         19.5
THU    2024072408         20.2
THU    2024072409         21.1
THU    2024072410         21.8
THU    2024072411         22.8
THU    2024072412         23.7
THU    2024072413         23.9
THU    2024072414         24.3
THU    2024072415         24.7
THU    2024072416         24.7
THU    2024072417         23.8
THU    2024072418         23.0
THU    2024072419         21.7
THU    2024072420         19.9
THU    2024072421         19.3
THU    2024072422         18.8
THU    2024072423         17.8
THU    2024072500         16.6
THU    2024072501         15.2
THU    2024072502         15.4
THU    2024072503         14.3
THU    2024072504         13.5
THU    2024072505         12.8
THU    2024072506         15.1
THU    2024072507         17.1
THU    2024072508         18.8
THU    2024072509         20.5
THU    2024072510         22.1
THU    2024072511         23.4
THU    2024072512         24.4
THU    2024072513         25.4
THU    2024072514         26.0
THU    2024072515         26.2
THU    2024072516         26.5
THU    2024072517         26.2
THU    2024072518         25.3
THU    2024072519         23.8
THU    2024072520         21.1
THU    2024072521         18.9
THU    2024072522         17.5
THU    2024072523         16.9
THU    2024072600         15.8
THU    2024072601         15.2
THU    2024072602         14.5
THU    2024072603         14.3
THU    2024072604         14.2
THU    2024072605         14.2
THU    2024072606         15.4
THU    2024072607         18.0
THU    2024072608         20.4
THU    2024072609         22.5
THU    2024072610         24.0
THU    2024072611         25.3
THU    2024072612         26.0
THU    2024072613         26.7
THU    2024072614         27.4
THU    2024072615         27.7
THU    2024072616         28.1
THU    2024072617         28.3
THU    2024072618         27.2
THU    2024072619         24.4
THU    2024072620         22.1
THU    2024072621         19.5
THU    2024072622         18.5
THU    2024072623         17.5
THU    2024072700         17.6
THU    2024072701         16.9
THU    2024072702         16.4
THU    2024072703         15.8
THU    2024072704         15.7
THU    2024072705         16.1
THU    2024072706         17.8
THU    2024072707         20.5
THU    2024072708         22.6
THU    2024072709         24.2
THU    2024072710         26.1
THU    2024072711         27.6
THU    2024072712         28.9
THU    2024072713         30.2
THU    2024072714         30.4
THU    2024072715         29.1
THU    2024072716         28.7
THU    2024072717         26.8
THU    2024072718         27.5
THU    2024072719         25.2
THU    2024072720         22.6
THU    2024072721         20.8
THU    2024072722         20.2
THU    2024072723         20.5
THU    2024072800         19.9
THU    2024072801         19.9
THU    2024072802         19.9
THU    2024072803         19.2
THU    2024072804         18.7
THU    2024072805         18.7
THU    2024072806         19.4
THU    2024072807         21.6
THU    2024072808         22.0
THU    2024072809         22.8
THU    2024072810         24.0
THU    2024072811         25.0
THU    2024072812         24.8
THU    2024072813         25.7
THU    2024072814         25.7
THU    2024072815         26.1
THU    2024072816         25.7
THU    2024072817         25.3
THU    2024072818         24.7
THU    2024072819         23.2
THU    2024072820         21.3
THU    2024072821         20.0
THU    2024072822         18.4
THU    2024072823         17.6
THU    2024072900         17.6
THU    2024072901         16.7
THU    2024072902         15.9
THU    2024072903         16.2
THU    2024072904         17.2
THU    2024072905         17.7
THU    2024072906         18.5
THU    2024072907         19.4
THU    2024072908         20.7
THU    2024072909         22.3
THU    2024072910         23.8
THU    2024072911         25.8
THU    2024072912         27.0
THU    2024072913         28.0
THU    2024072914         29.0
THU    2024072915         29.6
THU    2024072916         29.9
THU    2024072917         29.5
THU    2024072918         28.5
THU    2024072919         26.4
THU    2024072920         23.4
THU    2024072921         21.7
THU    2024072922         20.4
THU    2024072923         18.9
THU    2024073000         18.0
THU    2024073001         17.2
THU    2024073002         16.2
THU    2024073003         16.0
THU    2024073004         15.9
THU    2024073005         15.7
THU    2024073006         17.7
THU    2024073007         20.4
THU    2024073008         22.9
THU    2024073009         25.2
THU    2024073010         26.9
THU    2024073011         28.6
THU    2024073012         30.3
THU    2024073013         31.8
THU    2024073014         32.9
THU    2024073015         33.0
THU    2024073016         32.7
THU    2024073017         30.8
THU    2024073018         28.0
THU    2024073019         25.8
THU    2024073020         23.3
THU    2024073021         21.6
THU    2024073022         21.4
THU    2024073023         20.4
THU    2024073100         19.7
THU    2024073101         19.6
THU    2024073102         19.7
THU    2024073103         18.3
THU    2024073104         17.3
THU    2024073105         17.5
THU    2024073106         19.5
THU    2024073107         22.4
THU    2024073108         24.2
THU    2024073109         26.5
THU    2024073110         28.7
THU    2024073111         29.8
THU    2024073112         29.9
THU    2024073113         29.2
THU    2024073114         22.3
THU    2024073115         19.4
THU    2024073116         19.9
THU    2024073117         22.2
THU    2024073118         22.6
THU    2024073119         22.4
THU    2024073120         21.3
THU    2024073121         19.7
THU    2024073122         19.2
THU    2024073123         18.7
THU    2024080100         19.0
THU    2024080101         17.8
THU    2024080102         17.8
THU    2024080103         16.6
THU    2024080104         16.0
THU    2024080105         16.3
THU    2024080106         17.5
THU    2024080107         17.7
THU    2024080108         19.0
THU    2024080109         19.0
THU    2024080110         21.0
THU    2024080111         22.8
THU    2024080112         24.3
THU    2024080113         24.7
THU    2024080114         23.7
THU    2024080115         21.4
THU    2024080116         21.9
THU    2024080117         22.2
THU    2024080118         21.4
THU    2024080119         19.3
THU    2024080120         18.8
THU    2024080121         18.8
THU    2024080122         19.1
THU    2024080123         18.4
THU    2024080200         18.3
THU    2024080201         17.5
THU    2024080202         16.7
THU    2024080203         16.4
THU    2024080204         16.2
THU    2024080205         16.9
THU    2024080206         17.1
THU    2024080207         18.4
THU    2024080208         18.6
THU    2024080209         19.7
THU    2024080210         20.9
THU    2024080211         23.0
THU    2024080212         24.3
THU    2024080213         26.1
THU    2024080214         26.9
THU    2024080215         27.0
THU    2024080216         26.5
THU    2024080217         26.3
THU    2024080218         25.0
THU    2024080219         23.6
THU    2024080220         18.8
THU    2024080221         18.1
THU    2024080222         18.0
THU    2024080223         17.8
THU    2024080300         17.8
THU    2024080301         17.3
THU    2024080302         17.0
THU    2024080303         16.5
THU    2024080304         16.8
THU    2024080305         17.0
THU    2024080306         17.4
THU    2024080307         18.3
THU    2024080308         19.5
THU    2024080309         21.1
THU    2024080310         22.4
THU    2024080311         23.4
THU    2024080312         24.3
THU    2024080313         25.0
THU    2024080314         25.7
THU    2024080315         25.5
THU    2024080316         25.3
THU    2024080317         25.1
THU    2024080318         23.3
THU    2024080319         22.5
THU    2024080320         22.1
THU    2024080321         21.5
THU    2024080322         19.3
THU    2024080323         17.6
THU    2024080400         17.7
THU    2024080401         17.5
THU    2024080402         17.1
THU    2024080403         17.2
THU    2024080404         16.2
THU    2024080405         15.8
THU    2024080406         16.5
THU    2024080407         18.4
THU    2024080408         19.5
THU    2024080409         21.2
THU    2024080410         22.1
THU    2024080411         22.7
THU    2024080412         23.5
THU    2024080413         24.0
THU    2024080414         24.3
THU    2024080415         24.4
THU    2024080416         24.4
THU    2024080417         24.7
THU    2024080418         23.0
THU    2024080419         21.8
THU    2024080420         20.8
THU    2024080421         20.4
THU    2024080422         19.1
THU    2024080423         18.1
THU    2024080500         16.4
THU    2024080501         15.9
THU    2024080502         15.4
THU    2024080503         14.7
THU    2024080504         14.0
THU    2024080505         13.8
THU    2024080506         14.9
THU    2024080507         18.0
THU    2024080508         20.0
THU    2024080509         21.5
THU    2024080510         22.9
THU    2024080511         24.0
THU    2024080512         24.9
THU    2024080513         25.8
THU    2024080514         26.3
THU    2024080515         26.9
THU    2024080516         27.0
THU    2024080517         26.8
THU    2024080518         25.8
THU    2024080519         23.2
THU    2024080520         21.0
THU    2024080521         18.7
THU    2024080522         17.6
THU    2024080523         17.0
THU    2024080600         16.1
THU    2024080601         15.5
THU    2024080602         15.5
THU    2024080603         15.3
THU    2024080604         14.3
THU    2024080605         14.4
THU    2024080606         16.5
THU    2024080607         19.0
THU    2024080608         21.1
THU    2024080609         23.1
THU    2024080610         24.9
THU    2024080611         26.1
THU    2024080612         27.1
THU    2024080613         28.0
THU    2024080614         28.8
THU    2024080615         29.4
THU    2024080616         29.5
THU    2024080617         29.1
THU    2024080618         27.8
THU    2024080619         24.5
THU    2024080620         21.5
THU    2024080621         19.4
THU    2024080622         19.0
THU    2024080623         17.4
THU    2024080700         16.8
THU    2024080701         16.2
THU    2024080702         16.0
THU    2024080703         15.9
THU    2024080704         15.5
THU    2024080705         15.5
THU    2024080706         17.7
THU    2024080707         18.5
THU    2024080708         19.8
THU    2024080709         17.2
THU    2024080710         17.1
THU    2024080711         17.6
THU    2024080712         18.4
THU    2024080713         19.7
THU    2024080714         21.6
THU    2024080715         22.4
THU    2024080716         22.8
THU    2024080717         23.7
THU    2024080718         23.4
THU    2024080719         21.0
THU    2024080720         18.5
THU    2024080721         17.8
THU    2024080722         17.3
THU    2024080723         17.0
THU    2024080800         16.4
THU    2024080801         15.8
THU    2024080802         15.5
THU    2024080803         15.4
THU    2024080804         15.2
THU    2024080805         16.2
THU    2024080806         16.8
THU    2024080807         18.2
THU    2024080808         18.8
THU    2024080809         19.6
THU    2024080810         20.7
THU    2024080811         21.9
THU    2024080812         22.8
THU    2024080813         23.9
THU    2024080814         24.3
THU    2024080815         25.0
THU    2024080816         25.2
THU    2024080817         24.8
THU    2024080818         23.6
THU    2024080819         23.0
THU    2024080820         21.4
THU    2024080821         20.0
THU    2024080822         17.5
THU    2024080823         17.0
THU    2024080900         16.4
THU    2024080901         15.8
THU    2024080902         15.3
THU    2024080903         15.0
THU    2024080904         14.4
THU    2024080905         14.5
THU    2024080906         15.9
THU    2024080907         18.1
THU    2024080908         20.3
THU    2024080909         22.0
THU    2024080910         23.8
THU    2024080911         24.7
THU    2024080912         25.7
THU    2024080913         26.6
THU    2024080914         27.3
THU    2024080915         27.9
THU    2024080916         28.1
THU    2024080917         28.1
THU    2024080918         26.8
THU    2024080919         23.1
THU    2024080920         21.1
THU    2024080921         19.2
THU    2024080922         18.5
THU    2024080923         17.6
THU    2024081000         16.8
THU    2024081001         16.3
THU    2024081002         16.4
THU    2024081003         15.5
THU    2024081004         15.3
THU    2024081005         14.8
THU    2024081006         16.6
THU    2024081007         19.6
THU    2024081008         21.6
THU    2024081009         23.1
THU    2024081010         24.8
THU    2024081011         26.3
THU    2024081012         27.5
THU    2024081013         28.4
THU    2024081014         29.0
THU    2024081015         29.3
THU    2024081016         29.4
THU    2024081017         29.1
THU    2024081018         27.8
THU    2024081019         25.7
THU    2024081020         22.9
THU    2024081021         20.6
THU    2024081022         19.7
THU    2024081023         18.9
THU    2024081100         18.3
THU    2024081101         18.0
THU    2024081102         17.7
THU    2024081103         17.2
THU    2024081104         17.4
THU    2024081105         16.6
THU    2024081106         18.1
THU    2024081107         20.7
THU    2024081108         22.8
THU    2024081109         24.5
THU    2024081110         26.1
THU    2024081111         27.6
THU    2024081112         28.9
THU    2024081113         30.0
THU    2024081114         30.4
THU    2024081115         30.9
THU    2024081116         30.9
THU    2024081117         30.3
THU    2024081118         28.7
THU    2024081119         26.0
THU    2024081120         23.6
THU    2024081121         22.4
THU    2024081122         21.7
THU    2024081123         21.5
THU    2024081200         22.1
THU    2024081201         23.0
THU    2024081202         20.9
THU    2024081203         19.6
THU    2024081204         18.3
THU    2024081205         17.9
THU    2024081206         19.0
THU    2024081207         20.7
THU    2024081208         23.2
THU    2024081209         24.7
THU    2024081210         26.4
THU    2024081211         28.5
THU    2024081212         29.6
THU    2024081213         30.5
THU    2024081214         30.0
THU    2024081215         28.3
THU    2024081216         27.1
THU    2024081217         22.1
THU    2024081218         20.4
THU    2024081219         20.5
THU    2024081220         20.6
THU    2024081221         20.1
THU    2024081222         19.2
THU    2024081223         18.4
THU    2024081300         17.5
THU    2024081301         16.8
THU    2024081302         16.7
THU    2024081303         15.4
THU    2024081304         14.5
THU    2024081305         14.4
THU    2024081306         15.5
THU    2024081307         18.6
THU    2024081308         20.3
THU    2024081309         22.1
THU    2024081310         24.5
THU    2024081311         26.8
THU    2024081312         28.6
THU    2024081313         29.4
THU    2024081314         30.5
THU    2024081315         30.9
THU    2024081316         30.4
THU    2024081317         29.6
THU    2024081318         27.6
THU    2024081319         26.0
THU    2024081320         24.8
THU    2024081321         19.4
THU    2024081322         18.5
THU    2024081323         17.7
THU    2024081400         17.4
THU    2024081401         17.2
THU    2024081402         17.5
THU    2024081403         16.7
THU    2024081404         16.4
THU    2024081405         15.6
THU    2024081406         16.0
THU    2024081407         17.6
THU    2024081408         20.2
THU    2024081409         22.3
THU    2024081410         23.7
THU    2024081411         22.9
THU    2024081412         22.5
THU    2024081413         22.2
THU    2024081414         24.7
THU    2024081415         25.9
THU    2024081416         25.5
THU    2024081417         22.8
THU    2024081418         18.7
THU    2024081419         18.3
THU    2024081420         18.1
THU    2024081421         18.1
THU    2024081422         17.1
THU    2024081423         16.1
THU    2024081500         15.3
THU    2024081501         14.7
THU    2024081502         14.2
THU    2024081503         13.7
THU    2024081504         13.7
THU    2024081505         13.7
THU    2024081506         14.7
THU    2024081507         17.6
THU    2024081508         19.3
THU    2024081509         21.1
THU    2024081510         23.1
THU    2024081511         24.5
THU    2024081512         25.7
THU    2024081513         26.9
THU    2024081514         27.4
THU    2024081515         27.8
THU    2024081516         28.0
THU    2024081517         27.0
THU    2024081518         23.7
THU    2024081519         23.0
THU    2024081520         22.3
THU    2024081521         21.1
THU    2024081522         19.5
THU    2024081523         19.1
THU    2024081600         18.7
THU    2024081601         17.6
THU    2024081602         17.9
THU    2024081603         17.4
THU    2024081604         17.8
THU    2024081605         17.6
THU    2024081606         17.9
THU    2024081607         19.9
THU    2024081608         21.6
THU    2024081609         23.1
THU    2024081610         24.7
THU    2024081611         25.7
THU    2024081612         26.6
THU    2024081613         27.3
THU    2024081614         27.6
THU    2024081615         26.9
THU    2024081616         26.2
THU    2024081617         24.9
THU    2024081618         23.9
THU    2024081619         20.9
THU    2024081620         19.8
THU    2024081621         19.8
THU    2024081622         19.8
THU    2024081623         19.9
THU    2024081700         19.6
THU    2024081701         18.7
THU    2024081702         18.3
THU    2024081703         18.5
THU    2024081704         18.4
THU    2024081705         18.8
THU    2024081706         18.0
THU    2024081707         18.3
THU    2024081708         18.8
THU    2024081709         19.4
THU    2024081710         20.1
THU    2024081711         20.6
THU    2024081712         21.3
THU    2024081713         21.5
THU    2024081714         21.0
THU    2024081715         21.4
THU    2024081716         21.0
THU    2024081717         20.2
THU    2024081718         19.9
THU    2024081719         19.4
THU    2024081720         18.7
THU    2024081721         18.6
THU    2024081722         18.1
THU    2024081723         18.3
THU    2024081800         17.3
THU    2024081801         17.1
THU    2024081802         17.0
THU    2024081803         16.7
THU    2024081804         16.7
THU    2024081805         16.7
THU    2024081806         16.7
THU    2024081807         17.1
THU    2024081808         17.7
THU    2024081809         18.6
THU    2024081810         18.0
THU    2024081811         15.8
THU    2024081812         16.1
THU    2024081813         17.7
THU    2024081814         19.1
THU    2024081815         18.0
THU    2024081816         16.7
THU    2024081817         16.7
THU    2024081818         16.6
THU    2024081819         16.2
THU    2024081820         15.7
THU    2024081821         15.0
THU    2024081822         14.8
THU    2024081823         14.8
THU    2024081900         14.8
THU    2024081901         14.6
THU    2024081902         14.4
THU    2024081903         14.5
THU    2024081904         14.4
THU    2024081905         14.5
THU    2024081906         14.8
THU    2024081907         15.1
THU    2024081908         15.8
THU    2024081909         16.9
THU    2024081910         18.4
THU    2024081911         19.6
THU    2024081912         20.0
THU    2024081913         20.7
THU    2024081914         20.8
THU    2024081915         20.7
THU    2024081916         20.1
THU    2024081917         19.8
THU    2024081918         19.5
THU    2024081919         19.0
THU    2024081920         17.5
THU    2024081921         16.2
THU    2024081922         16.2
THU    2024081923         15.2
THU    2024082000         14.2
THU    2024082001         13.7
THU    2024082002         13.5
THU    2024082003         13.1
THU    2024082004         13.1
THU    2024082005         12.7
THU    2024082006         13.7
THU    2024082007         15.2
THU    2024082008         16.8
THU    2024082009         18.3
THU    2024082010         20.1
THU    2024082011         21.2
THU    2024082012         22.1
THU    2024082013         22.8
THU    2024082014         23.5
THU    2024082015         23.4
THU    2024082016         23.9
THU    2024082017         24.0
THU    2024082018         22.6
THU    2024082019         20.5
THU    2024082020         18.6
THU    2024082021         17.4
THU    2024082022         17.3
THU    2024082023         17.3
THU    2024082100         17.3
THU    2024082101         16.7
THU    2024082102         15.7
THU    2024082103         14.6
THU    2024082104         13.9
THU    2024082105         13.5
THU    2024082106         14.4
THU    2024082107         17.1
THU    2024082108         18.8
THU    2024082109         18.8
THU    2024082110         18.9
THU    2024082111         19.1
THU    2024082112         19.4
THU    2024082113         19.7
THU    2024082114         20.0
THU    2024082115         20.3
THU    2024082116         20.5
THU    2024082117         20.2
THU    2024082118         19.6
THU    2024082119         18.1
THU    2024082120         15.8
THU    2024082121         14.4
THU    2024082122         14.2
THU    2024082123         13.4
THU    2024082200         12.1
THU    2024082201         11.5
THU    2024082202         11.2
THU    2024082203         11.1
THU    2024082204         11.0
THU    2024082205         10.8
THU    2024082206         11.4
THU    2024082207         14.0
THU    2024082208         16.1
THU    2024082209         18.1
THU    2024082210         19.7
THU    2024082211         21.2
THU    2024082212         22.4
THU    2024082213         23.7
THU    2024082214         24.1
THU    2024082215         24.6
THU    2024082216         25.0
THU    2024082217         25.1
THU    2024082218         23.3
THU    2024082219         20.1
THU    2024082220         18.2
THU    2024082221         16.9
THU    2024082222         15.0
THU    2024082223         14.2
THU    2024082300         13.7
THU    2024082301         12.9
THU    2024082302         12.2
THU    2024082303         12.9
THU    2024082304         12.1
THU    2024082305         11.3
THU    2024082306         12.2
THU    2024082307         15.6
THU    2024082308         18.0
THU    2024082309         20.5
THU    2024082310         22.2
THU    2024082311         24.0
THU    2024082312         25.3
THU    2024082313         26.6
THU    2024082314         27.4
THU    2024082315         28.1
THU    2024082316         28.5
THU    2024082317         27.3
THU    2024082318         24.3
THU    2024082319         20.1
THU    2024082320         18.5
THU    2024082321         16.6
THU    2024082322         15.7
THU    2024082323         14.5
THU    2024082400         14.3
THU    2024082401         14.0
THU    2024082402         13.3
THU    2024082403         13.0
THU    2024082404         12.3
THU    2024082405         12.3
THU    2024082406         13.3
THU    2024082407         17.5
THU    2024082408         20.5
THU    2024082409         22.4
THU    2024082410         23.7
THU    2024082411         25.5
THU    2024082412         27.0
THU    2024082413         28.3
THU    2024082414         29.0
THU    2024082415         29.3
THU    2024082416         29.4
THU    2024082417         28.8
THU    2024082418         24.6
THU    2024082419         21.7
THU    2024082420         20.4
THU    2024082421         20.1
THU    2024082422         22.0
THU    2024082423         23.2
THU    2024082500         20.4
THU    2024082501         19.2
THU    2024082502         19.6
THU    2024082503         20.1
THU    2024082504         18.4
THU    2024082505         16.3
THU    2024082506         15.3
THU    2024082507         15.2
THU    2024082508         15.4
THU    2024082509         15.0
THU    2024082510         15.2
THU    2024082511         15.6
THU    2024082512         15.7
THU    2024082513         15.7
THU    2024082514         16.3
THU    2024082515         16.6
THU    2024082516         16.8
THU    2024082517         16.6
THU    2024082518         16.4
THU    2024082519         16.1
THU    2024082520         15.6
THU    2024082521         15.1
THU    2024082522         14.4
THU    2024082523         14.2
THU    2024082600         14.6
THU    2024082601         14.6
THU    2024082602         14.5
THU    2024082603         14.5
THU    2024082604         14.8
THU    2024082605         14.9
THU    2024082606         14.9
THU    2024082607         15.2
THU    2024082608         15.9
THU    2024082609         16.7
THU    2024082610         17.0
THU    2024082611         17.8
THU    2024082612         18.5
THU    2024082613         18.8
THU    2024082614         19.0
THU    2024082615         18.5
THU    2024082616         18.2
THU    2024082617         18.0
THU    2024082618         18.0
THU    2024082619         17.1
THU    2024082620         16.7
THU    2024082621         15.4
THU    2024082622         14.8
THU    2024082623         13.7
THU    2024082700         13.7
THU    2024082701         14.1
THU    2024082702         13.4
THU    2024082703         13.0
THU    2024082704         13.7
THU    2024082705         12.4
THU    2024082706         13.5
THU    2024082707         14.3
THU    2024082708         15.8
THU    2024082709         17.4
THU    2024082710         19.0
THU    2024082711         20.4
THU    2024082712         22.0
THU    2024082713         23.2
THU    2024082714         23.7
THU    2024082715         24.3
THU    2024082716         24.7
THU    2024082717         24.3
THU    2024082718         22.8
THU    2024082719         19.5
THU    2024082720         17.1
THU    2024082721         16.2
THU    2024082722         15.8
THU    2024082723         14.8
THU    2024082800         14.4
THU    2024082801         14.0
THU    2024082802         13.9
THU    2024082803         13.0
THU    2024082804         12.6
THU    2024082805         12.7
THU    2024082806         13.0
THU    2024082807         15.9
THU    2024082808         18.8
THU    2024082809         21.0
THU    2024082810         23.0
THU    2024082811         24.9
THU    2024082812         26.3
THU    2024082813         27.6
THU    2024082814         28.5
THU    2024082815         28.8
THU    2024082816         28.4
THU    2024082817         27.2
THU    2024082818         24.8
THU    2024082819         20.8
THU    2024082820         19.4
THU    2024082821         18.8
THU    2024082822         17.4
THU    2024082823         17.4
THU    2024082900         17.2
THU    2024082901         16.5
THU    2024082902         15.7
THU    2024082903         15.4
THU    2024082904         14.8
THU    2024082905         14.3
THU    2024082906         15.3
THU    2024082907         18.8
THU    2024082908         21.0
THU    2024082909         22.8
THU    2024082910         24.6
THU    2024082911         26.5
THU    2024082912         27.8
THU    2024082913         28.6
THU    2024082914         29.1
THU    2024082915         29.5
THU    2024082916         29.0
THU    2024082917         26.8
THU    2024082918         24.4
THU    2024082919         21.4
THU    2024082920         20.3
THU    2024082921         19.0
THU    2024082922         18.3
THU    2024082923         17.3
THU    2024083000         16.6
THU    2024083001         16.2
THU    2024083002         16.5
THU    2024083003         15.3
THU    2024083004         15.1
THU    2024083005         14.8
THU    2024083006         15.7
THU    2024083007         18.1
THU    2024083008         20.6
THU    2024083009         22.5
THU    2024083010         24.6
THU    2024083011         26.3
THU    2024083012         27.4
THU    2024083013         28.6
THU    2024083014         29.2
THU    2024083015         29.2
THU    2024083016         28.6
THU    2024083017         27.1
THU    2024083018         24.7
THU    2024083019         22.6
THU    2024083020         20.1
THU    2024083021         18.7
THU    2024083022         18.1
THU    2024083023         17.8
THU    2024083100         17.1
THU    2024083101         16.8
THU    2024083102         16.2
THU    2024083103         15.5
THU    2024083104         15.7
THU    2024083105         15.7
THU    2024083106         16.5
THU    2024083107         18.9
THU    2024083108         21.2
THU    2024083109         23.1
THU    2024083110         24.9
THU    2024083111         26.2
THU    2024083112         27.6
THU    2024083113         28.2
THU    2024083114         27.6
THU    2024083115         27.7
THU    2024083116         27.7
THU    2024083117         25.1
THU    2024083118         24.2
THU    2024083119         22.7
THU    2024083120         22.5
THU    2024083121         19.7
THU    2024083122         19.1
THU    2024083123         18.0
THU    2024090100         17.7
THU    2024090101         16.8
THU    2024090102         16.2
THU    2024090103         15.6
THU    2024090104         15.5
THU    2024090105         15.3
THU    2024090106         15.2
THU    2024090107         18.0
THU    2024090108         20.9
THU    2024090109         22.8
THU    2024090110         24.4
THU    2024090111         26.0
THU    2024090112         27.7
THU    2024090113         28.4
THU    2024090114         28.4
THU    2024090115         28.6
THU    2024090116         26.6
THU    2024090117         24.7
THU    2024090118         18.6
THU    2024090119         17.4
THU    2024090120         17.4
THU    2024090121         17.3
THU    2024090122         17.0
THU    2024090123         17.0
THU    2024090200         16.8
THU    2024090201         16.7
THU    2024090202         16.6
THU    2024090203         16.1
THU    2024090204         15.6
THU    2024090205         14.4
THU    2024090206         14.2
THU    2024090207         16.7
THU    2024090208         18.5
THU    2024090209         19.7
THU    2024090210         21.5
THU    2024090211         22.8
THU    2024090212         23.8
THU    2024090213         23.9
THU    2024090214         23.7
THU    2024090215         23.5
THU    2024090216         23.2
THU    2024090217         22.5
THU    2024090218         22.0
THU    2024090219         20.7
THU    2024090220         19.8
THU    2024090221         19.6
THU    2024090222         19.1
THU    2024090223         18.7
THU    2024090300         18.4
THU    2024090301         18.5
THU    2024090302         18.1
THU    2024090303         17.8
THU    2024090304         16.9
THU    2024090305         16.0
THU    2024090306         15.7
THU    2024090307         17.5
THU    2024090308         19.6
THU    2024090309         21.2
THU    2024090310         22.0
THU    2024090311         23.0
THU    2024090312         24.5
THU    2024090313         25.1
THU    2024090314         25.5
THU    2024090315         25.6
THU    2024090316         25.0
THU    2024090317         22.8
THU    2024090318         19.7
THU    2024090319         17.8
THU    2024090320         17.5
THU    2024090321         17.6
THU    2024090322         16.9
THU    2024090323         17.1
THU    2024090400         16.2
THU    2024090401         16.3
THU    2024090402         16.5
THU    2024090403         16.5
THU    2024090404         16.4
THU    2024090405         16.4
THU    2024090406         16.9
THU    2024090407         17.1
THU    2024090408         18.0
THU    2024090409         19.0
THU    2024090410         20.6
THU    2024090411         21.2
THU    2024090412         22.0
THU    2024090413         22.2
THU    2024090414         22.4
THU    2024090415         23.3
THU    2024090416         22.4
THU    2024090417         21.8
THU    2024090418         21.2
THU    2024090419         20.6
THU    2024090420         19.9
THU    2024090421         19.5
THU    2024090422         18.7
THU    2024090423         17.8
