"term","estimate","std.error","statistic","p.value","significant"
"AC_750:CAP2718",0.315942085877394,1.20410157775664,0.262388233446238,0.793035138669104,FALSE
"AC_750:CAP2719",-0.635139533290389,0.500635194455487,-1.26866736562777,0.204630728282664,FALSE
"AC_750:CAP2721",-0.462539350066095,0.508728681697161,-0.909206354402951,0.36329389477356,FALSE
"AC_750:CAP2722",0.819831556830537,0.457931618887599,1.79029253062294,0.0734796100069219,FALSE
"AC_750:CAP2723",0.228043144521769,0.871889523293746,0.261550504311932,0.793680959030333,FALSE
"AC_750:CAP2724",-2.06494952226394,0.775073130377407,-2.66419959786047,0.00774695391950952,TRUE
"FO_1000:CAP272",-0.072484827733144,1.00822769560538,-0.0718933114504665,0.942690269837004,FALSE
"FO_1000:CAP273",-0.106291581502034,0.808045597553306,-0.13154156377298,0.895353271658825,FALSE
"FO_1000:CAP274",-0.474533064974021,0.821608918464395,-0.577565620710318,0.563588688414988,FALSE
"FO_1000:CAP275",-0.131594756732001,1.18898458217824,-0.110678270100792,0.911876818372662,FALSE
"FO_1000:CAP276",-0.679928735443479,0.899882559909114,-0.755574966929185,0.449946857885583,FALSE
"FO_1000:CAP277",-0.4592767551888,1.11139671720805,-0.413242857458275,0.679449995601901,FALSE
"FO_1000:CAP278",-0.725118052890982,2.27665787083759,-0.318501107337752,0.750120847524036,FALSE
"FO_1000:CAP279",-1.62313315116764,1.4286931491141,-1.13609640542765,0.255981679015055,FALSE
"FO_1000:CAP2710",-0.0849519933338669,1.4446469368877,-0.0588046748064856,0.953110510077961,FALSE
"FO_1000:CAP2712",0.111321346347277,1.61116554336649,0.0690936737106938,0.944918378248835,FALSE
"FO_1000:CAP2714",1.37287948925414,1.46089351882433,0.939753289041206,0.347398698585567,FALSE
"FO_1000:CAP2715",-0.918060674650914,1.85553996650997,-0.494767394516255,0.620790457225258,FALSE
"FO_1000:CAP2717",-0.124854655891026,1.38347640497398,-0.0902470439265456,0.928095246925651,FALSE
"FO_1000:CAP2718",-0.0129106643450072,3.554276009053,-0.00363243155909188,0.997101919526494,FALSE
"FO_1000:CAP2719",0.251282982272433,1.6107172450835,0.156006886397623,0.876035164593247,FALSE
"FO_1000:CAP2721",-1.54095859987434,1.73430675191303,-0.8885155974712,0.374314853267504,FALSE
"FO_1000:CAP2722",-0.335279575128147,1.39971470037604,-0.239534224394494,0.810703165132768,FALSE
"FO_1000:CAP2723",0.552536502324357,3.9019602915209,0.141604850137773,0.887398994106911,FALSE
"FO_1000:CAP2724",-4.39871077465155,3.12446491430754,-1.40782850673374,0.159256594647754,FALSE
"TPI_500:CAP272",-46.0671757690331,43.1470032160966,-1.06767961469563,0.285727025573889,FALSE
"TPI_500:CAP273",-20.2726397171932,34.8388737276145,-0.581897103669123,0.560667530318908,FALSE
"TPI_500:CAP274",-48.8003242796738,35.0051834314209,-1.39408851764137,0.163365348601573,FALSE
"TPI_500:CAP275",-24.0292029170829,51.3621268664076,-0.467838938593462,0.639924285809127,FALSE
"TPI_500:CAP276",-45.5617058327238,38.9181284160147,-1.17070649815666,0.241783845539152,FALSE
"TPI_500:CAP277",-76.4194266678268,47.537111480137,-1.60757404664265,0.108004406846868,FALSE
"TPI_500:CAP278",-38.65620977477,106.1456920697,-0.364180674891513,0.715741609979641,FALSE
"TPI_500:CAP279",-121.248422480766,61.3121931674964,-1.97755807151658,0.048044501483224,TRUE
"TPI_500:CAP2710",-8.79131272474649,62.1667944949135,-0.141414927312455,0.887549011529023,FALSE
"TPI_500:CAP2712",-108.814764046514,69.42584300213,-1.56735243449871,0.117108411405625,FALSE
"TPI_500:CAP2714",30.5847817539878,62.972621949944,0.485683790938532,0.627216962732293,FALSE
"TPI_500:CAP2715",-87.0127505805397,79.2496134327367,-1.09795804435554,0.272286370367989,FALSE
"TPI_500:CAP2717",-57.6139798978909,59.6584514066112,-0.965730395936933,0.334235255855032,FALSE
"TPI_500:CAP2718",-66.3956915765018,149.402748443331,-0.444407430708585,0.65677116515757,FALSE
"TPI_500:CAP2719",-75.0725130700361,68.3612489955117,-1.09817351457351,0.272192300343375,FALSE
"TPI_500:CAP2721",-94.1028335227683,74.2105670770743,-1.26805167012178,0.20485047933101,FALSE
"TPI_500:CAP2722",-62.1822083930569,61.4197189186328,-1.01241440839927,0.311398846218644,FALSE
"TPI_500:CAP2723",-73.3142118305504,145.223334916943,-0.504837682404696,0.613699593944614,FALSE
"TPI_500:CAP2724",-125.185158098536,176.110162929892,-0.71083437784548,0.477226734585258,FALSE
"VH_150:CAP272",0.0369712578484622,0.0233896095978225,1.58067015585862,0.114029517804143,FALSE
"VH_150:CAP273",-0.0303368935008478,0.0177654940987497,-1.70763015834065,0.0877796204652442,FALSE
"VH_150:CAP274",-0.0104425689112479,0.0178896546408618,-0.583721101434568,0.559439622220953,FALSE
"VH_150:CAP275",-0.00619382610386126,0.0302614399081519,-0.204677177380206,0.837834368232858,FALSE
