hour,Log_NR,T_mean,H_mean,UHI_mean,HI_mean
17,Log_436,21.42569642808054,56.17134687181966,0.4875174842959231,21.1183246628131
17,Log_437,20.59114276304355,58.493270680014234,-0.1631023760690663,20.28248802946593
17,Log_438,21.62541218014113,56.59717023570925,0.5283577362085031,21.355213572854293
18,Log_401,20.57853078058873,60.9661214184308,0,20.364617647058825
18,Log_402,21.008757930577435,60.88263642986759,0.43022714998870537,20.864751960784314
18,Log_403,21.64024593204948,61.57051438362278,-1.6413747755402863,21.591712418300652
18,Log_404,20.46689195332601,58.28731287959518,0.49603362273264157,20.1465348583878
18,Log_405,20.488384734945466,61.31408962930631,-0.05686753224216358,20.269552325581394
18,Log_406,21.471237211944068,55.860800755617305,0.9271427955226241,21.15352519379845
18,Log_407,21.176795474525093,57.26014821626347,0.6215830287172086,20.886884015594543
18,Log_408,21.090555496018908,57.8140235776879,0.6050554111932407,20.80076107899807
18,Log_409,21.14585063726257,63.94070535279634,0.05592952137903228,21.06566193853428
18,Log_410,20.167356612508968,62.30406617447449,-0.3830154744433823,19.91919864341085
18,Log_411,21.06618098436428,57.50825936712153,0.7864817407851215,20.76860497237569
18,Log_412,21.89658603996387,54.59503827471326,0.631658249479357,21.596721505376344
18,Log_413,20.5796209367463,58.14467660912409,0.019762013432454022,20.232939571150098
18,Log_414,21.77849519792018,57.43987781297197,0.8617903426798942,21.57835483870968
18,Log_416,21.23374334474768,58.172631897040496,0.675545490997101,20.962479411764704
18,Log_417,19.938367221077794,61.50743320998957,-0.9966731623475157,19.639908333333334
18,Log_418,19.67172412100022,62.93443368815704,-0.8412986175625357,19.381992292870905
